
no		N		x		y		z

1.000000	6385878.483428	4161710.430774	2949467.848336	3816239.202717

2.000000	6386155.821436	3964274.390742	3127818.323126	3884430.260818

3.000000	6386517.586543	4290652.347335	2531176.280226	3971431.412222

4.000000	6386871.124065	3591712.515008	3354034.865413	4054702.686644

5.000000	6387216.728653	3929248.535972	2836644.180034	4133403.443797

6.000000	6386953.448885	4114675.785415	2656593.427150	4073285.409412

7.000000	6385839.656739	4393221.272580	2606170.954646	3806632.768597

8.000000	6387410.345185	3583822.369603	3205801.533008	4177495.493408

9.000000	6386191.461834	4458794.243691	2354948.405721	3892709.185455

10.000000	6386842.869132	4347946.761300	2299592.667722	4047228.292057

11.000000	6387028.987203	4229458.930665	2440060.768131	4090484.345345

12.000000	6386566.412972	3781727.551971	3228441.438063	3983017.063273

13.000000	6386389.098998	3714387.284397	3356566.411022	3941092.056355

14.000000	6387246.349754	4123312.317143	2535769.004550	4140361.819677

15.000000	6386141.979954	4363275.115857	2547367.208182	3881249.734240

16.000000	6387043.066928	4265797.499480	2369968.122286	4093572.265247

17.000000	6387029.289472	4373183.147937	2170990.338681	4090232.934341

18.000000	6387195.608435	4039463.750951	2685289.056477	4128807.481439

19.000000	6387180.142880	3978365.011974	2780370.887344	4125321.704160

20.000000	6386163.052391	4411813.826453	2453347.299131	3886028.980745

21.000000	6386213.141555	3847682.666995	3253525.829962	3898299.676559

22.000000	6387596.698968	4268133.246202	2132059.257253	4218827.160580

23.000000	6386487.512494	3864482.351040	3152569.755473	3964242.456691

24.000000	6386880.143180	3790903.989092	3123885.947118	4056523.836791

25.000000	6386938.670918	3684026.124065	3232984.314153	4070564.988142

26.000000	6386890.607995	4229898.657389	2492927.668529	4058694.514984

27.000000	6385905.335433	4050451.464261	3093351.706661	3823350.523714

28.000000	6387315.627951	3783417.217642	2996817.105221	4155609.224066

29.000000	6387145.906928	3752091.232665	3089881.019352	4117745.030263

30.000000	6386088.945742	3658426.300158	3499952.154295	3868816.343038

31.000000	6385597.008487	4160743.132528	3039948.126511	3746210.878272

32.000000	6386157.183654	4348814.837873	2566566.011775	3885014.620516

33.000000	6385808.234515	4208174.897785	2905745.184959	3798857.546659

34.000000	6387350.027602	4216539.469847	2334765.878470	4163429.251100

35.000000	6386398.832861	4452501.431740	2282135.506071	3942478.498564

36.000000	6387197.006845	3542918.066078	3313720.096090	4129799.189524

37.000000	6387485.634755	3984460.361149	2665076.759939	4194464.904013

38.000000	6386507.545776	4057903.127177	2892819.180116	3969001.238031

39.000000	6387617.052487	4239314.436902	2180248.228837	4223480.206164

40.000000	6386660.110456	4099696.511892	2781661.247553	4004984.214743

41.000000	6387255.803596	4193163.185446	2413697.761767	4142034.688114

42.000000	6386195.414779	4253321.055881	2708455.855808	3894230.556636

43.000000	6386760.609069	4275044.475837	2465553.343633	4028571.355045

44.000000	6386368.597091	3930829.131535	3105879.939658	3935860.415253

45.000000	6386467.567988	4429465.314374	2298466.138903	3958892.493016

46.000000	6386091.347785	4046224.546195	3041051.799346	3868696.864380

47.000000	6385995.676248	3849056.128177	3315129.621086	3845650.311023

48.000000	6385958.508785	4476339.838644	2415533.574664	3836289.541913

49.000000	6386510.833190	3733019.169951	3300933.749910	3970010.236807

50.000000	6386469.857715	4102600.213358	2841988.427990	3960193.794389

51.000000	6386230.722119	4141634.317607	2864950.856551	3902877.038237

52.000000	6387337.553062	3806667.122538	2960300.481412	4160617.585775

53.000000	6387352.625342	3664058.431610	3130553.156907	4164041.378331

54.000000	6387262.168137	4171269.181229	2448926.347996	4143502.013157

55.000000	6387451.666617	3867021.678327	2843231.229037	4186361.855102

56.000000	6386218.483209	3747777.283680	3366856.581420	3899712.519539

57.000000	6387726.918801	3879794.196164	2731829.367153	4247778.005245

58.000000	6386884.227107	3921663.454732	2956881.267262	4057532.572041

59.000000	6387335.844643	4277210.466093	2227624.000386	4160186.538772

60.000000	6387090.113707	3913002.371604	2901013.349526	4104627.712714

61.000000	6387345.513919	3709573.303847	3078610.125303	4162397.849592

62.000000	6386645.248872	3822615.120374	3155999.306649	4001438.779534

63.000000	6385938.495830	3967727.610526	3188543.309658	3831324.533857

64.000000	6386488.439178	4344651.277912	2448310.069210	3964386.642921

65.000000	6386424.347545	3633720.399843	3434224.574757	3949620.737738

66.000000	6386908.541727	4029234.640742	2800305.961330	4063168.297644

67.000000	6387514.304327	4069654.656798	2521210.748366	4200378.965511

68.000000	6386377.523155	4150408.582974	2802666.902253	3937983.103178

69.000000	6387070.685791	3722674.814075	3148454.022417	4100756.910252

70.000000	6385948.233118	4257384.615834	2787444.469727	3834011.072736

71.000000	6386916.592603	4089905.788872	2707310.633171	4064666.463735

72.000000	6386198.806335	3798872.193815	3314355.419071	3894768.031829

73.000000	6386068.459520	3738119.737845	3419877.460077	3863561.974499

74.000000	6387579.565167	4034387.502435	2553167.448416	4214986.100580

75.000000	6387387.862475	3537547.579064	3264513.912715	4173124.766580

76.000000	6386945.387161	3521867.068694	3405851.209264	4071424.862623

77.000000	6387218.022962	4227423.010165	2368356.133109	4133443.534064

78.000000	6387416.163540	4049322.991869	2590297.747006	4178510.422110

79.000000	6385780.963873	4082801.967912	3088676.433033	3792490.260939

80.000000	6386240.645268	4002183.069548	3054240.845037	3905548.922026

81.000000	6387284.126210	4135478.148812	2500761.006417	4148566.534557

81.000000	6387284.126210	4135478.148812	2500761.006417	4148566.534557
